gpcBrickCode,category
10008218,FRUITS_AND_VEGETABLES
10008219,FRUITS_AND_VEGETABLES
10008220,FRUITS_AND_VEGETABLES
10008221,FRUITS_AND_VEGETABLES
10008222,FRUITS_AND_VEGETABLES
10008223,FRUITS_AND_VEGETABLES
10008224,FRUITS_AND_VEGETABLES
10008225,FRUITS_AND_VEGETABLES
10008226,FRUITS_AND_VEGETABLES
10008227,FRUITS_AND_VEGETABLES
10008228,FRUITS_AND_VEGETABLES
10008229,FRUITS_AND_VEGETABLES
10008230,FRUITS_AND_VEGETABLES
10008231,FRUITS_AND_VEGETABLES
10008232,FRUITS_AND_VEGETABLES
10008233,FRUITS_AND_VEGETABLES
10008234,FRUITS_AND_VEGETABLES
10008235,FRUITS_AND_VEGETABLES
10008236,FRUITS_AND_VEGETABLES
10008237,FRUITS_AND_VEGETABLES
10008493,FRUITS_AND_VEGETABLES
10000025,DAIRY_AND_EGGS
10000026,DAIRY_AND_EGGS
10000028,DAIRY_AND_EGGS
10000029,DAIRY_AND_EGGS
10000168,DAIRY_AND_EGGS
10000169,DAIRY_AND_EGGS
10000189,DAIRY_AND_EGGS
10000190,DAIRY_AND_EGGS
10000278,DAIRY_AND_EGGS
10000279,DAIRY_AND_EGGS
10000607,DAIRY_AND_EGGS
10006202,DAIRY_AND_EGGS
10006203,DAIRY_AND_EGGS
10006204,DAIRY_AND_EGGS
10006210,DAIRY_AND_EGGS
10006211,DAIRY_AND_EGGS
10006212,DAIRY_AND_EGGS
10006213,DAIRY_AND_EGGS
10006728,DAIRY_AND_EGGS
10006970,DAIRY_AND_EGGS
10006971,DAIRY_AND_EGGS
10006976,DAIRY_AND_EGGS
10006977,DAIRY_AND_EGGS
10006979,DAIRY_AND_EGGS
10006980,DAIRY_AND_EGGS
10006981,DAIRY_AND_EGGS
10006982,DAIRY_AND_EGGS
10006984,DAIRY_AND_EGGS
10006986,DAIRY_AND_EGGS
10006987,DAIRY_AND_EGGS
10006989,DAIRY_AND_EGGS
10006996,DAIRY_AND_EGGS
10006997,DAIRY_AND_EGGS
10000240,PASTA
10000241,PASTA
10000242,PASTA
10000317,PASTA
10006219,PASTA
10000048,SAUCES_CONDIMENTS_AND_SEASONINGS
10000049,SAUCES_CONDIMENTS_AND_SEASONINGS
10000050,SAUCES_CONDIMENTS_AND_SEASONINGS
10000051,SAUCES_CONDIMENTS_AND_SEASONINGS
10000052,SAUCES_CONDIMENTS_AND_SEASONINGS
10000054,SAUCES_CONDIMENTS_AND_SEASONINGS
10000055,SAUCES_CONDIMENTS_AND_SEASONINGS
10000057,SAUCES_CONDIMENTS_AND_SEASONINGS
10000064,SAUCES_CONDIMENTS_AND_SEASONINGS
10000199,SAUCES_CONDIMENTS_AND_SEASONINGS
10000200,SAUCES_CONDIMENTS_AND_SEASONINGS
10000280,SAUCES_CONDIMENTS_AND_SEASONINGS
10000306,SAUCES_CONDIMENTS_AND_SEASONINGS
10000578,SAUCES_CONDIMENTS_AND_SEASONINGS
10000579,SAUCES_CONDIMENTS_AND_SEASONINGS
10000581,SAUCES_CONDIMENTS_AND_SEASONINGS
10000615,SAUCES_CONDIMENTS_AND_SEASONINGS
10000617,SAUCES_CONDIMENTS_AND_SEASONINGS
10000618,SAUCES_CONDIMENTS_AND_SEASONINGS
10000619,SAUCES_CONDIMENTS_AND_SEASONINGS
10006214,SAUCES_CONDIMENTS_AND_SEASONINGS
10006318,SAUCES_CONDIMENTS_AND_SEASONINGS
10006319,SAUCES_CONDIMENTS_AND_SEASONINGS
10006321,SAUCES_CONDIMENTS_AND_SEASONINGS
10006322,SAUCES_CONDIMENTS_AND_SEASONINGS
10006324,SAUCES_CONDIMENTS_AND_SEASONINGS
10006325,SAUCES_CONDIMENTS_AND_SEASONINGS
10008043,SAUCES_CONDIMENTS_AND_SEASONINGS
10008044,SAUCES_CONDIMENTS_AND_SEASONINGS
10008061,SAUCES_CONDIMENTS_AND_SEASONINGS
10000040,OILS_AND_FATS
10000041,OILS_AND_FATS
10000042,OILS_AND_FATS
10000574,OILS_AND_FATS
10000585,OILS_AND_FATS
10000608,OILS_AND_FATS
10000609,OILS_AND_FATS
10006958,OILS_AND_FATS
10006990,OILS_AND_FATS
10006991,OILS_AND_FATS
10000164,BAKERY
10000165,BAKERY
10000171,BAKERY
10000172,BAKERY
10000246,BAKERY
10000247,BAKERY
10000249,BAKERY
10000250,BAKERY
10000597,BAKERY
10000598,BAKERY
10000255,READY_MEALS
10000261,READY_MEALS
10000262,READY_MEALS
10000288,READY_MEALS
10000289,READY_MEALS
10000290,READY_MEALS
10000292,READY_MEALS
10000293,READY_MEALS
10000294,READY_MEALS
10000295,READY_MEALS
10000297,READY_MEALS
10000298,READY_MEALS
10000299,READY_MEALS
10000300,READY_MEALS
10000302,READY_MEALS
10000613,READY_MEALS
10005225,READY_MEALS
10005226,READY_MEALS
10005227,READY_MEALS
10005228,READY_MEALS
10005826,READY_MEALS
10006216,READY_MEALS
10006217,READY_MEALS
10006221,READY_MEALS
10006222,READY_MEALS
10006228,READY_MEALS
10006229,READY_MEALS
10006315,READY_MEALS
10006316,READY_MEALS
10006749,READY_MEALS
10006750,READY_MEALS
10006751,READY_MEALS
10006752,READY_MEALS
10006753,READY_MEALS
10006754,READY_MEALS
10000104,OTHER
10000105,OTHER
10000575,OTHER
10000590,OTHER
10000610,OTHER
10008058,OTHER
10008449,OTHER
10008450,OTHER
10008451,OTHER
